Key,Name,Title,Standard Artist,Description,Rarities,Weapon Type,Move Type,Voice ActorEN,Voice ActorJP,Release Date,Entry,Version,Internal ID,Origin,Addition Date,Pre-Inheritance,Legendary Effect,Ally Boost,Standard Effect 1,Standard Effect 2,Duo Skill【Switch】,Duo Skill,Resplendent Artist,Voice ActorEN(ResplendentAttire),Harmonized Skill【Switch】,Resonance Effect,Entries,Mythic Effect,Boost,Ascended Traits,Mythic Effect 2Boost,Mythic Effect 3Boost,Ally Internal ID,Enemy Internal ID,Emblem Effect 1,Emblem Effect 2,Aided Hero,Emblem Effect 1【Switch】
Catria_Azure_Wing_Pair,Catria,Azure Wing Pair,Kakage (かかげ),The middle children from two trios of pegasus sisters. Their shared bonds transcend worlds. They appear in Fire Emblem Echoes: Shadows of Valentia / Fire Emblem: The Binding Blade.,4SR—SpecialHarmonized,Axe,Flying,Connor Kelley+Kayli Mills,Hitomi Nabatame (生天目仁美)withKazusa Murai (村井かずさ),2021-05-20,,5.5,PID_双界外伝カチュア(660),20000300220,,,,,,,,,,,"Grants the following effects to unit and allies from the same titles as unit for 1 turn: 【Resonance: Blades】,【Desperation】, and ""if unit initiates combat, unit makes a guaranteed follow-up attack.""(Harmonized Skills can be used by tapping the Harmonized button. This skill can only be used once per map. Harmonized Skills cannot be used by units deployed usingPair Up.) Grants the following effects to unit and allies from the same titles as unit for 1 turn: 【Resonance: Blades】,【Desperation】, and ""if unit initiates combat, unit makes a guaranteed follow-up attack.""【Resonance: Blades】Grants Atk/Spd+4 during combat for 1 turn.【Desperation】Grants the following effect for 1 turn: ""If unit initiates combat, unit can make a follow-up attack before foe can counterattack.""(Harmonized Skills can be used by tapping the Harmonized button. This skill can only be used once per map. Harmonized Skills cannot be used by units deployed usingPair Up.)",Echoes: Shadows of Valentia/The Binding BladeIncreases scores inResonant Battles.(More details can be found in the Help messages within Resonant Battles.),EchoesThe Binding Blade,,,,,,,,,,,
Catria_Middle_Whitewing,Catria,Middle Whitewing,Amagaitaro (アマガイタロー),Middle of three sisters who are pegasus knights for Macedon. Appears in Fire Emblem: Mystery of the Emblem.,3— 4,Lance,Flying,Connor Kelley,Hitomi Nabatame (生天目仁美),2017-02-02,Shadow Dragon/ (New)Mystery,1.0,PID_カチュア(41),10000400500,,,,,,,,,Akka (あっか),,,,,,,,,,,,,,,
Catria_Mild_Middle_Sister,Catria,Mild Middle Sister,Kakage (かかげ),The middle sister of three pegasus knights of Macedon who ventured to Valentia to rescue her kidnapped younger sister. Appears in Fire Emblem Echoes: Shadows of Valentia.,4SR,Sword,Flying,Connor Kelley,Hitomi Nabatame (生天目仁美),2019-10-21,Echoes,3.10,PID_外伝カチュア(434),20000300220,,,,,,,,,,,,,,,,,,,,,,,,
Catria_Spring_Whitewing,Catria,Spring Whitewing,Amagaitaro (アマガイタロー),Middle of three sisters who are pegasus knights for Macedon. She takes her duty to participate in the Spring Festival seriously. Appears in Fire Emblem: Mystery of the Emblem.,4SR—Special,Blue Tome,Cavalry,Connor Kelley,Hitomi Nabatame (生天目仁美),2018-03-22,Shadow Dragon/ (New)Mystery,2.3,PID_春祭カチュア(231),10000400500,,,,,,,,,,,,,,,,,,,,,,,,
Catria_Windswept_Knight,Catria,Windswept Knight,sachie (茶ちえ),"The middle child of three pegasus sisters, taking part in the wind festival accompanied by her beloved steed. Appears in Fire Emblem: Mystery of the Emblem.",4— 5Focus —Special,Blue bow,Flying,Connor Kelley,Hitomi Nabatame (生天目仁美),2023-09-07,Shadow Dragon/ (New)Mystery,7.9,PID_風部族カチュア(994),10000400500,2023-09-06,,,,,,,,,,,,,,,,,,,,,,,
Cecilia_Etrurian_Bride,Cecilia,Etrurian Bride,kainown,"The Mage General, the pride of Etruria, taking a hiatus from her usual armor for the day and hoping to catch a bouquet. Appears in Fire Emblem: The Binding Blade.",4— 5Focus —Special,Red Tome,Cavalry,Cherami Leigh,Toa Yukinari (行成とあ),2022-05-20,The Binding Blade,6.5,PID_花嫁セシリア(806),50000400300,,,,,,,,,,,,,,,,,,,,,,,,
Cecilia_Etrurian_General,Cecilia,Etrurian General,Kita Senri (北千里),Mage General of Etruria. Taught Roy and Lilina when they were young. Appears in Fire Emblem: The Binding Blade.,3— 4,Green Tome,Cavalry,Cherami Leigh,Toa Yukinari (行成とあ),2017-02-02,The Binding Blade,1.0,PID_セシリア(85),50000400300,,,,,,,,,ichikawa Halu (いちかわはる),,,,,,,,,,,,,,,
Cecilia_Festive_Instructor,Cecilia,Festive Instructor,Kita Senri (北千里),Mage General of Etruria. She is currently using her teaching skills to instruct visitors at the winter festival. Appears in Fire Emblem: The Binding Blade.,4— 5—Tempest Trials,Colorless Dagger,Armored,Cherami Leigh,Toa Yukinari (行成とあ),2018-12-18,The Binding Blade,3.0,PID_冬祭セシリア(321),50000400300,,,,,,,,,,,,,,,,,,,,,,,,
Ced_Hero_on_the_Wind,Ced,Hero on the Wind,Suda Ayaka (須田彩加),Son of Silesse's pegasus knight Erinys. A hero that stood up for the liberation of Munster. Appears in Fire Emblem: Genealogy of the Holy War.,4SR,Green Tome,Infantry,Phillip Reich,Gakuto Kajiwara (梶原岳人),2020-01-09,Genealogy of the Holy War,4.1,PID_セティ(473),30008100100,2020-01-08,,,,,,,,,,,,,,,,,,,,,,,
Ced_Sage_of_the_Wind,Ced,Sage of the Wind,RIZ3,"Prince of Silesse and inheritor of Forseti. Leads the fight against an empire, searching for his father. Appears in Fire Emblem: Genealogy of the Holy War / Fire Emblem: Thracia 776.",5—Ascended,Green Tome,Infantry,Phillip Reich,Gakuto Kajiwara (梶原岳人),2023-09-15,,7.9,PID_開花セティ(998),30008100100,,,,,,,,,,,,,Genealogy of the Holy WarThracia 776,,,"Ascended Heroes have an Ascended Asset, which boosts one of their stats beyond that Hero's standard asset and flaw. Ascendant Florets can also be used to grant Ascended Assets to non-Ascended Heroes. (See the Ascend Traits menu Help messages to learn more.)",,,,,,,,
Celica_Caring_Princess,Celica,Caring Princess,Fujikawa Akira (藤川祥),"The princess of Zofia; trained as a priestess. Caring toward others, and dislikes fighting. Bears the Brand on her right hand. Appears in Fire Emblem Echoes: Shadows of Valentia.",4SR,Red Tome,Infantry,Erica Lindbeck,Nao Toyama (東山奈央),2017-05-15,Echoes,1.3,PID_セリカ(127),20000200100,,,,,,,,,kae yamaguchi (山口カエ),,,,,,,,,,,,,,,
Celica_Imprisoned_Soul,Celica,Imprisoned Soul,Fujikawa Akira (藤川祥),Celica's form as a witch after giving her soul to Duma. It seems her old memories occassionally rise to the surface. Appears in Fire Emblem Echoes: Shadows of Valentia.,4SR,Sword,Infantry,Erica Lindbeck,Nao Toyama (東山奈央),2018-02-22,Echoes,2.2,PID_魔女セリカ(221),20000200100,,,,,,,,,,,,,,,,,,,,,,,,
Celica_Of_Echoes,Celica,Of Echoes,Asatani Tomoyo (麻谷知世),One of the Emblems who were summoned to Elyos. Resides in the Ring of the Caring Princess. Appears in Fire Emblem Echoes: Shadows of Valentia / Fire Emblem Engage.,5Focus —Emblem,Blue Tome,Infantry,Erica Lindbeck,Nao Toyama (東山奈央),2024-06-28,,8.6,PID_紋章セリカ(1112),20000200100,,,,,,,,,,,,,EchoesEngage,,,,,,,,"Enhanced Engaged SpecialBoosts Special damage by unit's max Special cooldown count value × 4 (excluding area-of-effect Specials).For each foe within 5 spaces of unit, unit can move to the nearest spaces that are within unit's range from that foe (unless space is impassable terrain).",Bonus Engaged StatsGrants engaged unit Atk/Spd/Def/Res+X (X = number of the Emblem Hero's merges as if through Dragonflowers; does not impact opponent selection in modes like Arena).,,
Celica_Queen_of_Valentia,Celica,Queen of Valentia,Umiu Geso (海鵜げそ),"Queen of Unified Valentia who, together with Alm, defeated Duma. To some, she is the Earth Mother, Mila, reborn. Appears in Fire Emblem Echoes: Shadows of Valentia.",5Focus —Legendary,Green Tome,Infantry,Erica Lindbeck,Nao Toyama (東山奈央),2019-12-25,Echoes,4.0,PID_伝承セリカ(465),20000200100,,,Fire,HP+3,"DuelIf unit is 5★ and level 40 and unit's stats total less than 175, treats unit's stats as 175 in modes likeArena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)","Pair UpAn ability that can only be used under certain circumstances. Pair Up can be accessed from the Interact with Allies menu, and allows this unit to join battle in a group with another ally.",,,,,,,,,,,,,,,,,,
Celica_Sunlit_Priestesses,Celica,Sunlit Priestesses,ふわおむ,"Celica, a priestess and follower of Mila, and Serra, a cleric and follower of Elimine, bring their protection to the beach this summer. They appear in Fire Emblem Echoes: Shadows of Valentia / Fire Emblem: The Blazing Blade.",5Focus —SpecialHarmonized,Colorless Tome,Cavalry,Erica Lindbeck+Kate Higgins,Nao Toyama (東山奈央)withAri Ozawa (小澤亜李),2025-06-17,,9.5,PID_双界セリカ(1253),20000200100,,,,,,,,,,,"Neutralizes any【Penalty】, restores 40 HP, and grants【Resonance: Blades】to unit and allies from the same titles as unit for 1 turn.Once used, Harmonized Skill cannot be activated again right away. At start of every third turn, if Harmonized Skill has already been used, unit can use Harmonized Skill again.(Harmonized Skills can be used by tapping the Harmonized button. Harmonized Skills cannot be used by units deployed usingPair Up.) Neutralizes any【Penalty】, restores 40 HP, and grants【Resonance: Blades】to unit and allies from the same titles as unit for 1 turn.Once used, Harmonized Skill cannot be activated again right away. At start of every third turn, if Harmonized Skill has already been used, unit can use Harmonized Skill again.【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).【Resonance: Blades】Grants Atk/Spd+4 during combat for 1 turn.(Harmonized Skills can be used by tapping the Harmonized button. Harmonized Skills cannot be used by units deployed usingPair Up.)",Echoes: Shadows of Valentia/The Blazing BladeIncreases scores inResonant Battles.(More details can be found in the Help messages within Resonant Battles.),EchoesThe Blazing Blade,,,,,,,,,,,
Celica_Valentias_Hope,Celica,Valentia's Hope,Noy,Princess of Zofia and member of Lima IV's line. She has grown stronger over the course of her journeys with her friends. Appears in Fire Emblem Echoes: Shadows of Valentia.,4SR—Ascended,Colorless Tome,Infantry,Erica Lindbeck,Nao Toyama (東山奈央),2022-07-19,Echoes,6.7,PID_開花セリカ(828),20000200100,,,,,,,,,,,,,,,,"Ascended Heroes have an Ascended Asset, which boosts one of their stats beyond that Hero's standard asset and flaw. Ascendant Florets can also be used to grant Ascended Assets to non-Ascended Heroes. (See the Ascend Traits menu Help messages to learn more.)",,,,,,,,
Celica_Warrior_Priestess,Celica,Warrior Priestess,Hidari (左),Princess of Zofia and warrior priestess in service of the goddess Mila. Summoned while wielding a royal sword entrusted to her by Alm the Hero. Appears in Fire Emblem Echoes: Shadows of Valentia.,4SR,Sword,Infantry,Erica Lindbeck,Nao Toyama (東山奈央),2018-08-21,Echoes,2.8,PID_総選挙セリカ(279),20000200100,,,,,,,,,kiyu/Trys Inc.,,,,,,,,,,,,,,,
Celine_Blissful_Tea_Party,Céline,Blissful Tea Party,猫魚かむ,Princess of Firene. Serves the ultimate tea that grants deep satisfaction to any who drink it. Appears in Fire Emblem Engage.,4— 5Focus —Special,Red Tome,Flying,Rachelle Heger,Akari Kito (鬼頭明里),2025-08-07,Engage,9.5,PID_お茶会セリーヌ(1274),140000200500,2025-08-06,,,,,,,,,,,,,,,,,,,,,,,
Celine_Joyous_Royal,Céline,Joyous Royal,hanekoto (はねこと),Princess of Firene and Alfred's younger sister. She has a gentle demeanor and a particular love for tea. Appears in Fire Emblem Engage.,4SR,Green Tome,Infantry,Rachelle Heger,Akari Kito (鬼頭明里),2023-01-17,Engage,7.1,PID_セリーヌ(906),140000200500,,,,,,,,,,,,,,,,,,,,,,,,
Celine_Teatime_Ninja,Céline,Teatime Ninja,Unamiya (うなみや),"Princess of Firene. She respects the harmony and elegance of flower arranging and tea ceremonies, pondering them with fondness. Appears in Fire Emblem Engage.",5Focus —Special,Blue Tome,Infantry,Rachelle Heger,Akari Kito (鬼頭明里),2024-11-06,Engage,8.11,PID_忍者セリーヌ(1163),140000200500,2024-11-05,,,,,,,,,,,,,,,,,,,,,,,
Cervantes_Invincible_General,Cervantes,Invincible General,KamoNEGI (鴨NEGI),"A general backing the Valmese Empire's war effort, having not lost a single battle since deciding to let his whiskers go unshaven. Appears in Fire Emblem Awakening.",3— 4—Grand Hero Battle,Lance,Armored,Stuart Krug,Shinya Fukumatsu (ふくまつ進紗),2022-10-18,Awakening,6.10,PID_セルバンテス(867),100000600500,2022-10-17,,,,,,,,,,,,,,,,,,,,,,,
Chad_Lycian_Wildcat,Chad,Lycian Wildcat,Himukai Yuji (日向悠二),"Grew up in an orphanage in Lycia with a pair of brothers, Lugh and Raigh. Seeks revenge on Bern for killing the caretaker of the orphanage. Appears in Fire Emblem: The Binding Blade.",3— 4,Colorless Dagger,Infantry,Griffin Puatu,Hanae Natsuki (花江夏樹),2019-11-19,The Binding Blade,3.11,PID_チャド(451),50000300300,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte_Money_Maiden,Charlotte,Money Maiden,pikomaro,"Nohrian border guard always on patrol, whether to find enemies to fight or a rich fellow to marry. Appears in Fire Emblem Fates.",4SR—Special,Lance,Infantry,Brianna Knickerbocker,Ai Shimizu (清水愛),2017-05-30,Fates,1.3,PID_花嫁シャーロッテ(135),110000600300,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte_Wily_Warrior,Charlotte,Wily Warrior,yoshihisa (芳久),A Nohrian border guard who dreams of rising above the class of her middling birth. Appears in Fire Emblem Fates.,4SR,Axe,Infantry,Brianna Knickerbocker,Ai Shimizu (清水愛),2021-07-19,Fates,5.7,PID_シャーロッテ(684),110000600300,,,,,,,,,,,,,,,,,,,,,,,,
Cherche_Shaded_by_Wings,Cherche,Shaded by Wings,kaya8,"Wyvern-riding fighter in Virion's noble house. Hastens to join the ninja festival with her beloved mount, Minerva. Appears in Fire Emblem Awakening.",5Focus —Special,Axe,Flying,Heather Gonzalez,Takada Yuuki (高田憂希),2022-11-08,Awakening,6.11,PID_忍者セルジュ(871),100000800200,,,,,,,,,,,,,,,,,,,,,,,,
Cherche_Wyvern_Friend,Cherche,Wyvern Friend,Wada Sachiko (ワダサチコ),Wyvern-riding fighter in Virion's noble house. Thinks her wyvern Minerva is adorable. Appears in Fire Emblem Awakening.,3— 4,Axe,Flying,Amanda Miller,Takada Yuuki (高田憂希),2017-02-02,Awakening,1.0,PID_セルジュ(60),100000800200,,,,,,,,,,,,,,,,,,,,,,,,
Chloe_Fairy-Tale_Flier,Chloé,Fairy-Tale Flier,kainown,"Royal knight of Firene and retainer to Princess Céline. Descended from a noble line, she also loves fairy tales and folk food. Appears in Fire Emblem Engage.",4SR,Lance,Flying,Elizabeth Simmons,Saori Hayami (早見沙織),2023-01-17,Engage,7.1,PID_クロエ(907),140000200700,,,,,,,,,,,,,,,,,,,,,,,,
Chloe_Spring_Wings,Chloé,Spring Wings,Kippu (切符),"Pegasus knights who hail from Firene and Ylisse, celebrating the spring festival in rabbit outfits. They appear in Fire Emblem Engage / Awakening.",5Focus —SpecialHarmonized,Red Tome,Flying,Kaitlyn Robrock+Julie Ann Taylor,Saori Hayami (早見沙織)withMii Miki (三木美),2024-03-07,,8.3,PID_双界クロエ(1069),140000200700,2024-03-06,,,,,,,,,,"Grants Special cooldown count-2 to unit and allies from the same titles as unit. Grants 【Resonance: Blades】and【Incited】to unit and allies from the same titles as unit.(Harmonized Skills can be used by tapping the Harmonized button. This skill can only be used once per map. Harmonized Skills cannot be used by units deployed usingPair Up.) Grants Special cooldown count-2 to unit and allies from the same titles as unit. Grants 【Resonance: Blades】and【Incited】to unit and allies from the same titles as unit.【Resonance: Blades】Grants Atk/Spd+4 during combat for 1 turn.【Incited】If unit initiates combat, grants bonus to unit's Atk/Spd/Def/Res = number of spaces from start position to end position of unit during combat (max 3; that turn only).(Harmonized Skills can be used by tapping the Harmonized button. This skill can only be used once per map. Harmonized Skills cannot be used by units deployed usingPair Up.)",Engage/AwakeningIncreases scores inResonant Battles.(More details can be found in the Help messages within Resonant Battles.),AwakeningEngage,,,,,,,,,,,
Chrom_Crowned_Exalt,Chrom,Crowned Exalt,Hino Shinnosuke (日野慎之助),The new Exalt of the Halidom of Ylisse. Slew the Fell Dragon Grima with the aid of the friendships forged in the fires of war. Appears in Fire Emblem Awakening.,5Focus —Legendary,Blue bow,Infantry,Matt Mercer,Tomokazu Sugita (杉田智和),2020-02-27,Awakening,4.2,PID_伝承クロム(492),100000100100,,,Water,HP+3,"DuelIf unit is 5★ and level 40 and unit's stats total less than 180, treats unit's stats as 180 in modes likeArena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)","Pair UpAn ability that can only be used under certain circumstances. Pair Up can be accessed from the Interact with Allies menu, and allows this unit to join battle in a group with another ally.",,,,,,,,,,,,,,,,,,
Chrom_Exalted_Prince,Lucina,Future Witness,Maiponpon (まいぽんぽん)/INTELLIGENT SYSTEMS,A princess and daughter of Chrom who traveled to her past to prevent apocalypse. Appears in Fire Emblem Awakening.,4SR,Sword,Infantry,—Voice actor is uncredited in-game.,Yu Kobayashi (小林ゆう),2017-02-02,Awakening,1.0,PID_ルキナ(12),100006900100,,,,,,,,,Himukai Yuji (日向悠二),Alexis Tipton,,,,,,,,,,,,,,
Chrom_Fate-Defying_Duo,Chrom,Fate-Defying Duo,Yamada Kotaro (山田孝太郎),A pair connected by a bond that transcends even time. They are handing out tokens of gratitude for the Day of Devotion. They appear in Fire Emblem Awakening.,5Focus —SpecialDuo,Red bow,Infantry,Matt Mercer+David Vincent,Tomokazu Sugita (杉田智和)withYoshimasa Hosoya (細谷佳正),2022-02-08,Awakening,6.2,PID_比翼クロム(766),100000100100,,,,,"DuelIf unit is 5★ and level 40 and unit's stats total less than 195, treats unit's stats as 195 in modes likeArena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",,"Inflicts Atk/Spd/Def/Res-5 on unit and allies within 2 spaces of unit through their next actions and grants【Grand Strategy】to those units.Grants the following effect to unit for 1 turn: ""Foe cannot make a follow-up attack.""(Duo Skills can be used once per map by tapping the Duo button. Duo Skills cannot be used by units deployed usingPair Up.) Inflicts Atk/Spd/Def/Res-5 on unit and allies within 2 spaces of unit through their next actions and grants【Grand Strategy】to those units.Grants the following effect to unit for 1 turn: ""Foe cannot make a follow-up attack.""【Grand Strategy】Grants bonus to Atk/Spd/Def/Res during combat = current penalty on each of unit's stats × 2 for 1 turn. (Example: if unit has -7 penalty to Atk, grants Atk+14, for a net bonus of Atk+7.) Calculates each stat bonus independently.Unit's negative effects that last ""through unit's next action"" will remain in effect until this status (Grand Strategy) is neutralized.(Duo Skills can be used once per map by tapping the Duo button. Duo Skills cannot be used by units deployed usingPair Up.)",,,,,,,,,,,,,,,,,
