Name,Type,Description,SP
Aerobatics 3,B,"Unit can move to a space adjacent to any infantry, armored, or cavalry ally within 2 spaces.",240
Atk Tactic 1,C,"At start of turn, grants Atk+2 to allies within 2 spaces for 1 turn. Granted only if number of that ally's movement type on current team ≤ 2.",60
Atk Tactic 2,C,"At start of turn, grants Atk+4 to allies within 2 spaces for 1 turn. Granted only if number of that ally's movement type on current team ≤ 2.",120
Atk Tactic 3,C,"At start of turn, grants Atk+6 to allies within 2 spaces for 1 turn. Granted only if number of that ally's movement type on current team ≤ 2.",240
Spd/Res Bond 1,A,"If unit is adjacent to an ally, grants Spd/Res+3 during combat.",60
Spd/Res Bond 2,A,"If unit is adjacent to an ally, grants Spd/Res+4 during combat.",120
Spd/Res Bond 3,A,"If unit is adjacent to an ally, grants Spd/Res+5 during combat.",240
Torrent Dance 1,B,"If Sing or Dance is used, grants Res+3 to target.",50
Torrent Dance 2,B,"If Sing or Dance is used, grants Res+4 to target.",100
Torrent Dance 3,B,"If Sing or Dance is used, grants Res+5 to target.",200
Close Guard 1,C,"Allies within 2 spaces gain: ""If foe uses sword, lance, axe, dragonstone, or beast damage, grants Def/Res+2 during combat.""",60
Close Guard 2,C,"Allies within 2 spaces gain: ""If foe uses sword, lance, axe, dragonstone, or beast damage, grants Def/Res+3 during combat.""",120
Close Guard 3,C,"Allies within 2 spaces gain: ""If foe uses sword, lance, axe, dragonstone, or beast damage, grants Def/Res+4 during combat.""",240
Fierce Stance 1,A,"If foe initiates combat, grants Atk+2 during combat.",50
Fierce Stance 2,A,"If foe initiates combat, grants Atk+4 during combat.",100
Fierce Stance 3,A,"If foe initiates combat, grants Atk+6 during combat.",200
Savage Blow 1,C,"If unit initiates combat, deals 3 damage to foes within 2 spaces of target after combat.",50
Savage Blow 2,C,"If unit initiates combat, deals 5 damage to foes within 2 spaces of target after combat.",100
Savage Blow 3,C,"If unit initiates combat, deals 7 damage to foes within 2 spaces of target after combat.",200
Knock Back,B,"If unit initiates combat, target foe moves 1 space away after combat.",150
Obstruct 1,B,"If unit's HP ≥ 90%, foes cannot move through spaces adjacent to unit.(Does not affect foes with Pass skills.)",50
Obstruct 2,B,"If unit's HP ≥ 70%, foes cannot move through spaces adjacent to unit.(Does not affect foes with Pass skills.)",100
Obstruct 3,B,"If unit's HP ≥ 50%, foes cannot move through spaces adjacent to unit.(Does not affect foes with Pass skills.)",200
Atk Ploy 1,C,"At start of turn, inflicts Atk-3 on foes in cardinal directions with Res < unit's Res through their next actions.",60
Atk Ploy 2,C,"At start of turn, inflicts Atk-4 on foes in cardinal directions with Res < unit's Res through their next actions.",120
Atk Ploy 3,C,"At start of turn, inflicts Atk-5 on foes in cardinal directions with Res < unit's Res through their next actions.",240
Bracing Stance 1,A,"If foe initiates combat, grants Def/Res+2 during combat.",120
Bracing Stance 2,A,"If foe initiates combat, grants Def/Res+4 during combat.",240
Wary Fighter 1,B,"If unit's HP ≥ 90%, unit and foe cannot make a follow-up attack.",60
Wary Fighter 2,B,"If unit's HP ≥ 70%, unit and foe cannot make a follow-up attack.",120
Wary Fighter 3,B,"If unit's HP ≥ 50%, unit and foe cannot make a follow-up attack.",240
B Duel Infantry 1,A,"Grants HP+3. If unit is 5★ and level 40 and unit's stats total less than 160, treats unit's stats as 160 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",70
B Duel Infantry 2,A,"Grants HP+4. If unit is 5★ and level 40 and unit's stats total less than 165, treats unit's stats as 165 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",150
B Duel Infantry 3,A,"Grants HP+5. If unit is 5★ and level 40 and unit's stats total less than 170, treats unit's stats as 170 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",300
Ward Cavalry,C,Grants Def/Res+4 to cavalry allies within 2 spaces during combat.,200
Warding Stance 1,A,"If foe initiates combat, grants Res+2 during combat.",50
Warding Stance 2,A,"If foe initiates combat, grants Res+4 during combat.",100
Warding Stance 3,A,"If foe initiates combat, grants Res+6 during combat.",200
Warding Stance 4,A,"If foe initiates combat, grants Res+8 during combat and inflicts Special cooldown charge -1 on foe per attack. (Only highest value applied. Does not stack.)",300
Lull Spd/Def 1,B,"Inflicts Spd/Def-1 on foe and neutralizes foe's bonuses to Spd/Def (from skills like Fortify, Rally, etc.) during combat.",60
Lull Spd/Def 2,B,"Inflicts Spd/Def-2 on foe and neutralizes foe's bonuses to Spd/Def (from skills like Fortify, Rally, etc.) during combat.",120
Lull Spd/Def 3,B,"Inflicts Spd/Def-3 on foe and neutralizes foe's bonuses to Spd/Def (from skills like Fortify, Rally, etc.) during combat.",240
Atk/Spd Solo 1,A,"If unit is not adjacent to an ally, grants Atk/Spd+2 during combat.",60
Atk/Spd Solo 2,A,"If unit is not adjacent to an ally, grants Atk/Spd+4 during combat.",120
Atk/Spd Solo 3,A,"If unit is not adjacent to an ally, grants Atk/Spd+6 during combat.",240
Atk/Spd Solo 4,A,"If unit is not adjacent to an ally, grants Atk/Spd+7 during combat.",300
Rouse Atk/Spd 1,C,"At start of turn, if unit is not adjacent to an ally, grants Atk/Spd+2 to unit for 1 turn.",60
Rouse Atk/Spd 2,C,"At start of turn, if unit is not adjacent to an ally, grants Atk/Spd+4 to unit for 1 turn.",120
Rouse Atk/Spd 3,C,"At start of turn, if unit is not adjacent to an ally, grants Atk/Spd+6 to unit for 1 turn.",240
Escape Route 1,B,"If unit’s HP ≤ 30%, unit can move to a space adjacent to any ally.",60
Escape Route 2,B,"If unit’s HP ≤ 40%, unit can move to a space adjacent to any ally.",120
Escape Route 3,B,"If unit’s HP ≤ 50%, unit can move to a space adjacent to any ally.",240
Escape Route 4,B,"When unit's HP ≤ 99%, enables【Canto (１)】 (also activates if conditions are met due to effects after combat).Inflicts Atk/Spd-3 on foe during combat. If unit's HP ≤ 99%, unit can move to a space adjacent to any ally within 3 spaces. If unit's HP ≤ 60%, unit can move to a space adjacent to any ally.【Canto (１)】After an attack, Assist skill, or structure destruction, unit can move １ space(s).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",300
Poison Strike 1,B,"If unit initiates combat, deals 4 damage to foe after combat.",60
Poison Strike 2,B,"If unit initiates combat, deals 7 damage to foe after combat.",120
Poison Strike 3,B,"If unit initiates combat, deals 10 damage to foe after combat.",240
Assassin's Strike,B,"If unit initiates combat, deals 7 damage to foe as combat begins (effects that reduce damage during combat do not apply; will not reduce foe's HP below 1), inflicts Spd/Def-4 on foe during combat, and deals damage = 20% of foe's Def (excluding area-of-effect Specials).",300
Paranoia,C,"At start of turn, grants【Null Follow-Up】 to unit and grants【Paranoia】to unit and allies within 2 spaces of unit for 1 turn, and deals 1 damage to unit and those allies. At start of turn, if unit is within 5 spaces of a foe, inflicts【Penalty】effects active on unit on closest foes and any foe within 2 spaces of those foes, and neutralizes any【Penalty】 effects active on unit (excluding penalties inflicted at the start of the same turn).At start of combat, if unit's HP ≤ 99%, grants Atk/Spd+5 to unit and neutralizes effects that inflict ""Special cooldown charge -X"" on unit during combat.【Null Follow-Up】If unit's Spd > foe's Spd during combat, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks for 1 turn.【Paranoia】At start of combat, if unit's HP ≤ 99%, grants Atk+5 to unit during combat, and also, if unit initiates combat, unit can make a follow-up attack before foe's next attack.At start of combat, if unit's HP ≤ 99%, if foe initiates combat, and if either that foe's Range = unit's Range or number of【Penalty】effects active on foe excluding stat penalties ≥ 3, unit can counterattack before foe's first attack (excluding when unit's Savior effect triggers).【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",300
Dull Close 1,B,"At start of combat, if unit's HP = 100% and foe uses sword, lance, axe, dragonstone, or beast damage, neutralizes foe's bonuses (from skills like Fortify, Rally, etc.) during combat.",60
Dull Close 2,B,"At start of combat, if unit's HP ≥ 50% and foe uses sword, lance, axe, dragonstone, or beast damage, neutralizes foe's bonuses (from skills like Fortify, Rally, etc.) during combat.",120
Dull Close 3,B,"If foe uses sword, lance, axe, dragonstone, or beast damage, neutralizes foe's bonuses (from skills like Fortify, Rally, etc.) during combat.",240
Rouse Atk/Def 1,C,"At start of turn, if unit is not adjacent to an ally, grants Atk/Def+2 to unit for 1 turn.",60
Rouse Atk/Def 2,C,"At start of turn, if unit is not adjacent to an ally, grants Atk/Def+4 to unit for 1 turn.",120
Rouse Atk/Def 3,C,"At start of turn, if unit is not adjacent to an ally, grants Atk/Def+6 to unit for 1 turn.",240
Defiant Def 1,A,"At start of turn, if unit's HP ≤ 50%, grants Def+3 for 1 turn.",40
Defiant Def 2,A,"At start of turn, if unit's HP ≤ 50%, grants Def+5 for 1 turn.",80
Defiant Def 3,A,"At start of turn, if unit's HP ≤ 50%, grants Def+7 for 1 turn.",160
Lunge,B,"If unit initiates combat, unit and target foe swap spaces after combat.",150
Steady Stance 2,A,"If foe initiates combat, grants Def+4 during combat.",100
Steady Stance 3,A,"If foe initiates combat, grants Def+6 during combat.",200
Wings of Mercy 1,B,"If an ally's HP ≤ 30%, unit can move to a space adjacent to that ally.",60
Wings of Mercy 2,B,"If an ally's HP ≤ 40%, unit can move to a space adjacent to that ally.",120
